response_id,participant_id,is_spam,question_index,map_id,layout_a_id,layout_b_id,map_a_layout_id,map_b_layout_id,chosen_map,chosen_layout_id,other_layout_id,reason_codes,reason_labels,reason_text
response_000199,participant_000189,true,0,map_0,layout_4,layout_2,map_0_layout_4,map_0_layout_2,mapB,map_0_layout_2,map_0_layout_4,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map A is very easy.
response_000199,participant_000189,true,1,map_1,layout_3,layout_1,map_1_layout_3,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_3,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map B is more fair.
response_000199,participant_000189,true,2,map_2,layout_1,layout_4,map_2_layout_1,map_2_layout_4,mapA,map_2_layout_1,map_2_layout_4,0|2,The shape of the districts|The distribution inside districts,Map A is more shapes so it is a fair.
response_000199,participant_000189,true,3,map_3,layout_1,layout_4,map_3_layout_1,map_3_layout_4,mapA,map_3_layout_1,map_3_layout_4,0|1,The shape of the districts|The winner of election,Map A is shape of the districts so that is more fair.
response_000199,participant_000189,true,4,map_4,layout_4,layout_3,map_4_layout_4,map_4_layout_3,mapB,map_4_layout_3,map_4_layout_4,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map B is the shape of the districts more fair.
response_000200,participant_000042,false,0,map_0,layout_0,layout_3,map_0_layout_0,map_0_layout_3,mapB,map_0_layout_3,map_0_layout_0,2,The distribution inside districts,
response_000200,participant_000042,false,1,map_1,layout_4,layout_0,map_1_layout_4,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_4,0|2,The shape of the districts|The distribution inside districts,
response_000200,participant_000042,false,2,map_2,layout_2,layout_0,map_2_layout_2,map_2_layout_0,mapA,map_2_layout_2,map_2_layout_0,2,The distribution inside districts,
response_000200,participant_000042,false,3,map_3,layout_1,layout_3,map_3_layout_1,map_3_layout_3,mapB,map_3_layout_3,map_3_layout_1,2|0,The distribution inside districts|The shape of the districts,
response_000200,participant_000042,false,4,map_4,layout_0,layout_4,map_4_layout_0,map_4_layout_4,mapB,map_4_layout_4,map_4_layout_0,2,The distribution inside districts,
response_000201,participant_000190,false,0,map_0,layout_3,layout_1,map_0_layout_3,map_0_layout_1,mapB,map_0_layout_1,map_0_layout_3,2|0,The distribution inside districts|The shape of the districts,
response_000201,participant_000190,false,1,map_1,layout_1,layout_2,map_1_layout_1,map_1_layout_2,mapB,map_1_layout_2,map_1_layout_1,0|2,The shape of the districts|The distribution inside districts,
response_000201,participant_000190,false,2,map_2,layout_1,layout_4,map_2_layout_1,map_2_layout_4,mapA,map_2_layout_1,map_2_layout_4,0,The shape of the districts,
response_000201,participant_000190,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapA,map_3_layout_3,map_3_layout_4,2,The distribution inside districts,
response_000201,participant_000190,false,4,map_4,layout_3,layout_4,map_4_layout_3,map_4_layout_4,mapA,map_4_layout_3,map_4_layout_4,0|2,The shape of the districts|The distribution inside districts,
response_000202,participant_000191,true,0,map_0,layout_0,layout_3,map_0_layout_0,map_0_layout_3,mapA,map_0_layout_0,map_0_layout_3,0,The shape of the districts,Map A is better shape of the districts so that is more fair.
response_000202,participant_000191,true,1,map_1,layout_3,layout_0,map_1_layout_3,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_3,0|1,The shape of the districts|The winner of election,Map B is the shape of districts is more fair.
response_000202,participant_000191,true,2,map_2,layout_0,layout_4,map_2_layout_0,map_2_layout_4,mapA,map_2_layout_0,map_2_layout_4,0|1,The shape of the districts|The winner of election,Map A is better than Map B. more fair it.
response_000202,participant_000191,true,3,map_3,layout_2,layout_4,map_3_layout_2,map_3_layout_4,mapA,map_3_layout_2,map_3_layout_4,0|2,The shape of the districts|The distribution inside districts,Map A is the shape of the districts and the distribution inside districts.
response_000202,participant_000191,true,4,map_4,layout_3,layout_0,map_4_layout_3,map_4_layout_0,mapA,map_4_layout_3,map_4_layout_0,0|1,The shape of the districts|The winner of election,Map A is the shape of the districts is better than More fair.
response_000203,participant_000192,false,0,map_0,layout_0,layout_1,map_0_layout_0,map_0_layout_1,mapA,map_0_layout_0,map_0_layout_1,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,map A is better than the B
response_000203,participant_000192,false,1,map_1,layout_0,layout_3,map_1_layout_0,map_1_layout_3,mapA,map_1_layout_0,map_1_layout_3,2,The distribution inside districts,its look familiar
response_000203,participant_000192,false,2,map_2,layout_2,layout_3,map_2_layout_2,map_2_layout_3,mapB,map_2_layout_3,map_2_layout_2,1|0,The winner of election|The shape of the districts,i think its the colloboration of the soul
response_000203,participant_000192,false,3,map_3,layout_1,layout_3,map_3_layout_1,map_3_layout_3,mapA,map_3_layout_1,map_3_layout_3,2,The distribution inside districts,the chart is to deliveer the districts looks like
response_000203,participant_000192,false,4,map_4,layout_3,layout_4,map_4_layout_3,map_4_layout_4,mapB,map_4_layout_4,map_4_layout_3,3,None of the above,nope
response_000204,participant_000193,true,0,map_0,layout_4,layout_2,map_0_layout_4,map_0_layout_2,mapA,map_0_layout_4,map_0_layout_2,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map A is better than Map B
response_000204,participant_000193,true,1,map_1,layout_1,layout_0,map_1_layout_1,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_1,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map A is good
response_000204,participant_000193,true,2,map_2,layout_1,layout_0,map_2_layout_1,map_2_layout_0,mapA,map_2_layout_1,map_2_layout_0,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map A is better than Map B
response_000204,participant_000193,true,3,map_3,layout_4,layout_0,map_3_layout_4,map_3_layout_0,mapA,map_3_layout_4,map_3_layout_0,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map A is better than Map B
response_000204,participant_000193,true,4,map_4,layout_0,layout_3,map_4_layout_0,map_4_layout_3,mapA,map_4_layout_0,map_4_layout_3,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,Map A is better than Map B
response_000205,participant_000194,false,0,map_0,layout_0,layout_4,map_0_layout_0,map_0_layout_4,mapA,map_0_layout_0,map_0_layout_4,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,No
response_000205,participant_000194,false,1,map_1,layout_4,layout_1,map_1_layout_4,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_4,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,
response_000205,participant_000194,false,2,map_2,layout_3,layout_2,map_2_layout_3,map_2_layout_2,mapA,map_2_layout_3,map_2_layout_2,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,
response_000205,participant_000194,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_3,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,
response_000205,participant_000194,false,4,map_4,layout_1,layout_2,map_4_layout_1,map_4_layout_2,mapB,map_4_layout_2,map_4_layout_1,0|2|1,The shape of the districts|The distribution inside districts|The winner of election,
response_000206,participant_000195,false,0,map_0,layout_4,layout_1,map_0_layout_4,map_0_layout_1,mapA,map_0_layout_4,map_0_layout_1,2,The distribution inside districts,it looks more easy to identify the objects inside it.
response_000206,participant_000195,false,1,map_1,layout_3,layout_1,map_1_layout_3,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_3,2,The distribution inside districts,presentation looks easily identifiable
response_000206,participant_000195,false,2,map_2,layout_4,layout_3,map_2_layout_4,map_2_layout_3,mapB,map_2_layout_3,map_2_layout_4,2,The distribution inside districts,easily identifiable
response_000206,participant_000195,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_3,2,The distribution inside districts,the presentation is very impressing
response_000206,participant_000195,false,4,map_4,layout_0,layout_4,map_4_layout_0,map_4_layout_4,mapB,map_4_layout_4,map_4_layout_0,2,The distribution inside districts,nice distribution to easily identify the districts from the diagram itself
response_000207,participant_000196,false,0,map_0,layout_4,layout_0,map_0_layout_4,map_0_layout_0,mapB,map_0_layout_0,map_0_layout_4,0,The shape of the districts,
response_000207,participant_000196,false,1,map_1,layout_3,layout_0,map_1_layout_3,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_3,0|2,The shape of the districts|The distribution inside districts,
response_000207,participant_000196,false,2,map_2,layout_4,layout_3,map_2_layout_4,map_2_layout_3,mapA,map_2_layout_4,map_2_layout_3,0,The shape of the districts,
response_000207,participant_000196,false,3,map_3,layout_0,layout_4,map_3_layout_0,map_3_layout_4,mapA,map_3_layout_0,map_3_layout_4,0,The shape of the districts,
response_000207,participant_000196,false,4,map_4,layout_2,layout_3,map_4_layout_2,map_4_layout_3,mapA,map_4_layout_2,map_4_layout_3,0,The shape of the districts,
response_000208,participant_000197,false,0,map_0,layout_2,layout_4,map_0_layout_2,map_0_layout_4,mapB,map_0_layout_4,map_0_layout_2,2,The distribution inside districts,
response_000208,participant_000197,false,1,map_1,layout_0,layout_3,map_1_layout_0,map_1_layout_3,mapB,map_1_layout_3,map_1_layout_0,2,The distribution inside districts,
response_000208,participant_000197,false,2,map_2,layout_1,layout_2,map_2_layout_1,map_2_layout_2,mapB,map_2_layout_2,map_2_layout_1,2,The distribution inside districts,
response_000208,participant_000197,false,3,map_3,layout_1,layout_4,map_3_layout_1,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_1,2,The distribution inside districts,
response_000208,participant_000197,false,4,map_4,layout_0,layout_2,map_4_layout_0,map_4_layout_2,mapA,map_4_layout_0,map_4_layout_2,2,The distribution inside districts,
response_000209,participant_000198,false,0,map_0,layout_1,layout_4,map_0_layout_1,map_0_layout_4,mapB,map_0_layout_4,map_0_layout_1,1,The winner of election,
response_000209,participant_000198,false,1,map_1,layout_0,layout_1,map_1_layout_0,map_1_layout_1,mapA,map_1_layout_0,map_1_layout_1,1,The winner of election,
response_000209,participant_000198,false,2,map_2,layout_4,layout_0,map_2_layout_4,map_2_layout_0,mapB,map_2_layout_0,map_2_layout_4,1|2,The winner of election|The distribution inside districts,
response_000209,participant_000198,false,3,map_3,layout_4,layout_1,map_3_layout_4,map_3_layout_1,mapA,map_3_layout_4,map_3_layout_1,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,
response_000209,participant_000198,false,4,map_4,layout_3,layout_0,map_4_layout_3,map_4_layout_0,mapB,map_4_layout_0,map_4_layout_3,0,The shape of the districts,
response_000210,participant_000199,false,0,map_0,layout_0,layout_2,map_0_layout_0,map_0_layout_2,mapA,map_0_layout_0,map_0_layout_2,0,The shape of the districts,No
response_000210,participant_000199,false,1,map_1,layout_4,layout_3,map_1_layout_4,map_1_layout_3,mapA,map_1_layout_4,map_1_layout_3,0,The shape of the districts,No
response_000210,participant_000199,false,2,map_2,layout_0,layout_2,map_2_layout_0,map_2_layout_2,mapA,map_2_layout_0,map_2_layout_2,0,The shape of the districts,No
response_000210,participant_000199,false,3,map_3,layout_4,layout_3,map_3_layout_4,map_3_layout_3,mapA,map_3_layout_4,map_3_layout_3,0,The shape of the districts,No
response_000210,participant_000199,false,4,map_4,layout_0,layout_1,map_4_layout_0,map_4_layout_1,mapA,map_4_layout_0,map_4_layout_1,0,The shape of the districts,No
response_000211,participant_000200,false,0,map_0,layout_3,layout_4,map_0_layout_3,map_0_layout_4,mapA,map_0_layout_3,map_0_layout_4,1|2,The winner of election|The distribution inside districts,
response_000211,participant_000200,false,1,map_1,layout_1,layout_4,map_1_layout_1,map_1_layout_4,mapA,map_1_layout_1,map_1_layout_4,2,The distribution inside districts,
response_000211,participant_000200,false,2,map_2,layout_1,layout_2,map_2_layout_1,map_2_layout_2,mapB,map_2_layout_2,map_2_layout_1,0,The shape of the districts,
response_000211,participant_000200,false,3,map_3,layout_1,layout_2,map_3_layout_1,map_3_layout_2,mapA,map_3_layout_1,map_3_layout_2,0,The shape of the districts,
response_000211,participant_000200,false,4,map_4,layout_1,layout_4,map_4_layout_1,map_4_layout_4,mapA,map_4_layout_1,map_4_layout_4,0|2,The shape of the districts|The distribution inside districts,
response_000212,participant_000201,false,0,map_0,layout_4,layout_0,map_0_layout_4,map_0_layout_0,mapB,map_0_layout_0,map_0_layout_4,0,The shape of the districts,
response_000212,participant_000201,false,1,map_1,layout_4,layout_0,map_1_layout_4,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_4,0,The shape of the districts,
response_000212,participant_000201,false,2,map_2,layout_0,layout_2,map_2_layout_0,map_2_layout_2,mapB,map_2_layout_2,map_2_layout_0,0,The shape of the districts,
response_000212,participant_000201,false,3,map_3,layout_2,layout_4,map_3_layout_2,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_2,0,The shape of the districts,
response_000212,participant_000201,false,4,map_4,layout_0,layout_3,map_4_layout_0,map_4_layout_3,mapB,map_4_layout_3,map_4_layout_0,2,The distribution inside districts,
response_000213,participant_000011,false,0,map_0,layout_1,layout_4,map_0_layout_1,map_0_layout_4,mapB,map_0_layout_4,map_0_layout_1,0,The shape of the districts,
response_000213,participant_000011,false,1,map_1,layout_3,layout_0,map_1_layout_3,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_3,1,The winner of election,
response_000213,participant_000011,false,2,map_2,layout_1,layout_4,map_2_layout_1,map_2_layout_4,mapA,map_2_layout_1,map_2_layout_4,1,The winner of election,
response_000213,participant_000011,false,3,map_3,layout_4,layout_0,map_3_layout_4,map_3_layout_0,mapA,map_3_layout_4,map_3_layout_0,0,The shape of the districts,
response_000213,participant_000011,false,4,map_4,layout_0,layout_1,map_4_layout_0,map_4_layout_1,mapB,map_4_layout_1,map_4_layout_0,1,The winner of election,
response_000214,participant_000202,false,0,map_0,layout_3,layout_0,map_0_layout_3,map_0_layout_0,mapA,map_0_layout_3,map_0_layout_0,2|1,The distribution inside districts|The winner of election,No
response_000214,participant_000202,false,1,map_1,layout_4,layout_0,map_1_layout_4,map_1_layout_0,mapA,map_1_layout_4,map_1_layout_0,2,The distribution inside districts,No
response_000214,participant_000202,false,2,map_2,layout_1,layout_0,map_2_layout_1,map_2_layout_0,mapB,map_2_layout_0,map_2_layout_1,1|0,The winner of election|The shape of the districts,
response_000214,participant_000202,false,3,map_3,layout_0,layout_3,map_3_layout_0,map_3_layout_3,mapA,map_3_layout_0,map_3_layout_3,1|2,The winner of election|The distribution inside districts,
response_000214,participant_000202,false,4,map_4,layout_4,layout_2,map_4_layout_4,map_4_layout_2,mapA,map_4_layout_4,map_4_layout_2,2|1|0,The distribution inside districts|The winner of election|The shape of the districts,
response_000215,participant_000084,false,0,map_0,layout_0,layout_2,map_0_layout_0,map_0_layout_2,mapA,map_0_layout_0,map_0_layout_2,0|2,The shape of the districts|The distribution inside districts,No
response_000215,participant_000084,false,1,map_1,layout_3,layout_4,map_1_layout_3,map_1_layout_4,mapB,map_1_layout_4,map_1_layout_3,0|2,The shape of the districts|The distribution inside districts,No
response_000215,participant_000084,false,2,map_2,layout_1,layout_3,map_2_layout_1,map_2_layout_3,mapA,map_2_layout_1,map_2_layout_3,0|1,The shape of the districts|The winner of election,No
response_000215,participant_000084,false,3,map_3,layout_2,layout_1,map_3_layout_2,map_3_layout_1,mapA,map_3_layout_2,map_3_layout_1,0|2,The shape of the districts|The distribution inside districts,No
response_000215,participant_000084,false,4,map_4,layout_2,layout_4,map_4_layout_2,map_4_layout_4,mapA,map_4_layout_2,map_4_layout_4,0|2,The shape of the districts|The distribution inside districts,No
response_000216,participant_000203,false,0,map_0,layout_3,layout_1,map_0_layout_3,map_0_layout_1,mapA,map_0_layout_3,map_0_layout_1,1,The winner of election,more fair
response_000216,participant_000203,false,1,map_1,layout_0,layout_1,map_1_layout_0,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_0,1,The winner of election,More fair
response_000216,participant_000203,false,2,map_2,layout_1,layout_3,map_2_layout_1,map_2_layout_3,mapB,map_2_layout_3,map_2_layout_1,1,The winner of election,MORE FAIR
response_000216,participant_000203,false,3,map_3,layout_0,layout_1,map_3_layout_0,map_3_layout_1,mapA,map_3_layout_0,map_3_layout_1,1,The winner of election,More fair
response_000216,participant_000203,false,4,map_4,layout_1,layout_3,map_4_layout_1,map_4_layout_3,mapA,map_4_layout_1,map_4_layout_3,1,The winner of election,more fair
response_000217,participant_000204,false,0,map_0,layout_0,layout_1,map_0_layout_0,map_0_layout_1,mapB,map_0_layout_1,map_0_layout_0,1|2,The winner of election|The distribution inside districts,
response_000217,participant_000204,false,1,map_1,layout_3,layout_1,map_1_layout_3,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_3,1|0,The winner of election|The shape of the districts,
response_000217,participant_000204,false,2,map_2,layout_0,layout_2,map_2_layout_0,map_2_layout_2,mapA,map_2_layout_0,map_2_layout_2,0|1,The shape of the districts|The winner of election,
response_000217,participant_000204,false,3,map_3,layout_4,layout_2,map_3_layout_4,map_3_layout_2,mapB,map_3_layout_2,map_3_layout_4,2|1|0,The distribution inside districts|The winner of election|The shape of the districts,
response_000217,participant_000204,false,4,map_4,layout_3,layout_0,map_4_layout_3,map_4_layout_0,mapA,map_4_layout_3,map_4_layout_0,1|2,The winner of election|The distribution inside districts,
response_000218,participant_000205,false,0,map_0,layout_3,layout_0,map_0_layout_3,map_0_layout_0,mapA,map_0_layout_3,map_0_layout_0,2,The distribution inside districts,none
response_000218,participant_000205,false,1,map_1,layout_0,layout_1,map_1_layout_0,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_0,2,The distribution inside districts,none
response_000218,participant_000205,false,2,map_2,layout_0,layout_4,map_2_layout_0,map_2_layout_4,mapA,map_2_layout_0,map_2_layout_4,0,The shape of the districts,none
response_000218,participant_000205,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapA,map_3_layout_3,map_3_layout_4,1,The winner of election,none
response_000218,participant_000205,false,4,map_4,layout_4,layout_3,map_4_layout_4,map_4_layout_3,mapB,map_4_layout_3,map_4_layout_4,1,The winner of election,none
response_000219,participant_000206,false,0,map_0,layout_1,layout_3,map_0_layout_1,map_0_layout_3,mapB,map_0_layout_3,map_0_layout_1,0,The shape of the districts,"Both have flaws, but A is way more of a wierd ""jigsaw""."
response_000219,participant_000206,false,1,map_1,layout_1,layout_0,map_1_layout_1,map_1_layout_0,mapA,map_1_layout_1,map_1_layout_0,0,The shape of the districts,B is a jigsaw.
response_000219,participant_000206,false,2,map_2,layout_4,layout_0,map_2_layout_4,map_2_layout_0,mapA,map_2_layout_4,map_2_layout_0,0,The shape of the districts,B is a jigsaw.
response_000219,participant_000206,false,3,map_3,layout_3,layout_1,map_3_layout_3,map_3_layout_1,mapA,map_3_layout_3,map_3_layout_1,0,The shape of the districts,A is way more evenly split up geographically.
response_000219,participant_000206,false,4,map_4,layout_2,layout_0,map_4_layout_2,map_4_layout_0,mapA,map_4_layout_2,map_4_layout_0,0,The shape of the districts,"I really don't like districts with far reaching ""tentacles""."
response_000220,participant_000207,false,0,map_0,layout_4,layout_1,map_0_layout_4,map_0_layout_1,mapA,map_0_layout_4,map_0_layout_1,0,The shape of the districts,"Map B only seems bad because of the odd shape of the dark grey district, otherwise both are all right."
response_000220,participant_000207,false,1,map_1,layout_4,layout_1,map_1_layout_4,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_4,0,The shape of the districts,Even though Map A has an odd shape district the voting distribution pattern is not particularly unfair.
response_000220,participant_000207,false,2,map_2,layout_3,layout_2,map_2_layout_3,map_2_layout_2,mapB,map_2_layout_2,map_2_layout_3,0,The shape of the districts,There is not really much difference between these voting boundaries.
response_000220,participant_000207,false,3,map_3,layout_2,layout_4,map_3_layout_2,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_2,0,The shape of the districts,Map B is a very reasonable layout.
response_000220,participant_000207,false,4,map_4,layout_1,layout_0,map_4_layout_1,map_4_layout_0,mapB,map_4_layout_0,map_4_layout_1,0,The shape of the districts,Neither map is a particularly good voting district design.
response_000221,participant_000208,false,0,map_0,layout_1,layout_3,map_0_layout_1,map_0_layout_3,mapA,map_0_layout_1,map_0_layout_3,0|2,The shape of the districts|The distribution inside districts,
response_000221,participant_000208,false,1,map_1,layout_2,layout_1,map_1_layout_2,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_2,1|2,The winner of election|The distribution inside districts,
response_000221,participant_000208,false,2,map_2,layout_2,layout_1,map_2_layout_2,map_2_layout_1,mapA,map_2_layout_2,map_2_layout_1,0|1,The shape of the districts|The winner of election,
response_000221,participant_000208,false,3,map_3,layout_4,layout_1,map_3_layout_4,map_3_layout_1,mapA,map_3_layout_4,map_3_layout_1,0|1,The shape of the districts|The winner of election,
response_000221,participant_000208,false,4,map_4,layout_1,layout_3,map_4_layout_1,map_4_layout_3,mapA,map_4_layout_1,map_4_layout_3,0|2,The shape of the districts|The distribution inside districts,
response_000222,participant_000079,false,0,map_0,layout_4,layout_0,map_0_layout_4,map_0_layout_0,mapB,map_0_layout_0,map_0_layout_4,0|1,The shape of the districts|The winner of election,
response_000222,participant_000079,false,1,map_1,layout_3,layout_4,map_1_layout_3,map_1_layout_4,mapA,map_1_layout_3,map_1_layout_4,0|2,The shape of the districts|The distribution inside districts,
response_000222,participant_000079,false,2,map_2,layout_3,layout_4,map_2_layout_3,map_2_layout_4,mapB,map_2_layout_4,map_2_layout_3,1|0,The winner of election|The shape of the districts,
response_000222,participant_000079,false,3,map_3,layout_2,layout_0,map_3_layout_2,map_3_layout_0,mapA,map_3_layout_2,map_3_layout_0,1|2,The winner of election|The distribution inside districts,
response_000222,participant_000079,false,4,map_4,layout_4,layout_3,map_4_layout_4,map_4_layout_3,mapB,map_4_layout_3,map_4_layout_4,0|1,The shape of the districts|The winner of election,
response_000223,participant_000064,false,0,map_0,layout_3,layout_2,map_0_layout_3,map_0_layout_2,mapA,map_0_layout_3,map_0_layout_2,1|0,The winner of election|The shape of the districts,
response_000223,participant_000064,false,1,map_1,layout_3,layout_4,map_1_layout_3,map_1_layout_4,mapA,map_1_layout_3,map_1_layout_4,1|2,The winner of election|The distribution inside districts,
response_000223,participant_000064,false,2,map_2,layout_1,layout_2,map_2_layout_1,map_2_layout_2,mapB,map_2_layout_2,map_2_layout_1,2|0,The distribution inside districts|The shape of the districts,
response_000223,participant_000064,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapA,map_3_layout_3,map_3_layout_4,1|0,The winner of election|The shape of the districts,
response_000223,participant_000064,false,4,map_4,layout_2,layout_0,map_4_layout_2,map_4_layout_0,mapA,map_4_layout_2,map_4_layout_0,1|0,The winner of election|The shape of the districts,
response_000224,participant_000209,true,0,map_0,layout_0,layout_2,map_0_layout_0,map_0_layout_2,mapB,map_0_layout_2,map_0_layout_0,1,The winner of election,good
response_000224,participant_000209,true,1,map_1,layout_1,layout_3,map_1_layout_1,map_1_layout_3,mapA,map_1_layout_1,map_1_layout_3,1,The winner of election,nice
response_000224,participant_000209,true,2,map_2,layout_2,layout_4,map_2_layout_2,map_2_layout_4,mapB,map_2_layout_4,map_2_layout_2,0,The shape of the districts,good
response_000224,participant_000209,true,3,map_3,layout_1,layout_0,map_3_layout_1,map_3_layout_0,mapB,map_3_layout_0,map_3_layout_1,1,The winner of election,good
response_000224,participant_000209,true,4,map_4,layout_1,layout_0,map_4_layout_1,map_4_layout_0,mapA,map_4_layout_1,map_4_layout_0,1,The winner of election,good
response_000225,participant_000210,false,0,map_0,layout_0,layout_4,map_0_layout_0,map_0_layout_4,mapA,map_0_layout_0,map_0_layout_4,2,The distribution inside districts,No
response_000225,participant_000210,false,1,map_1,layout_2,layout_4,map_1_layout_2,map_1_layout_4,mapB,map_1_layout_4,map_1_layout_2,2,The distribution inside districts,No
response_000225,participant_000210,false,2,map_2,layout_2,layout_4,map_2_layout_2,map_2_layout_4,mapB,map_2_layout_4,map_2_layout_2,2,The distribution inside districts,No
response_000225,participant_000210,false,3,map_3,layout_2,layout_3,map_3_layout_2,map_3_layout_3,mapA,map_3_layout_2,map_3_layout_3,2,The distribution inside districts,No
response_000225,participant_000210,false,4,map_4,layout_0,layout_3,map_4_layout_0,map_4_layout_3,mapB,map_4_layout_3,map_4_layout_0,2,The distribution inside districts,No
response_000226,participant_000211,false,0,map_0,layout_1,layout_4,map_0_layout_1,map_0_layout_4,mapB,map_0_layout_4,map_0_layout_1,2|0,The distribution inside districts|The shape of the districts,It seems like B does a better job of mixing the differing groups.
response_000226,participant_000211,false,1,map_1,layout_3,layout_2,map_1_layout_3,map_1_layout_2,mapA,map_1_layout_3,map_1_layout_2,2,The distribution inside districts,
response_000226,participant_000211,false,2,map_2,layout_0,layout_1,map_2_layout_0,map_2_layout_1,mapB,map_2_layout_1,map_2_layout_0,2,The distribution inside districts,
response_000226,participant_000211,false,3,map_3,layout_0,layout_4,map_3_layout_0,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_0,0|1,The shape of the districts|The winner of election,It accurately reflects the outcome of the election.
response_000226,participant_000211,false,4,map_4,layout_4,layout_2,map_4_layout_4,map_4_layout_2,mapA,map_4_layout_4,map_4_layout_2,2,The distribution inside districts,I think A gives a more accurate picture.
response_000227,participant_000212,false,0,map_0,layout_2,layout_4,map_0_layout_2,map_0_layout_4,mapB,map_0_layout_4,map_0_layout_2,0|1,The shape of the districts|The winner of election,
response_000227,participant_000212,false,1,map_1,layout_3,layout_4,map_1_layout_3,map_1_layout_4,mapB,map_1_layout_4,map_1_layout_3,0|1,The shape of the districts|The winner of election,
response_000227,participant_000212,false,2,map_2,layout_3,layout_0,map_2_layout_3,map_2_layout_0,mapA,map_2_layout_3,map_2_layout_0,0|2,The shape of the districts|The distribution inside districts,
response_000227,participant_000212,false,3,map_3,layout_4,layout_3,map_3_layout_4,map_3_layout_3,mapB,map_3_layout_3,map_3_layout_4,1|2,The winner of election|The distribution inside districts,
response_000227,participant_000212,false,4,map_4,layout_0,layout_4,map_4_layout_0,map_4_layout_4,mapA,map_4_layout_0,map_4_layout_4,0|1|2,The shape of the districts|The winner of election|The distribution inside districts,
response_000228,participant_000213,false,0,map_0,layout_0,layout_3,map_0_layout_0,map_0_layout_3,mapA,map_0_layout_0,map_0_layout_3,1,The winner of election,less
response_000228,participant_000213,false,1,map_1,layout_3,layout_4,map_1_layout_3,map_1_layout_4,mapA,map_1_layout_3,map_1_layout_4,2,The distribution inside districts,more
response_000228,participant_000213,false,2,map_2,layout_0,layout_4,map_2_layout_0,map_2_layout_4,mapB,map_2_layout_4,map_2_layout_0,1,The winner of election,more
response_000228,participant_000213,false,3,map_3,layout_0,layout_3,map_3_layout_0,map_3_layout_3,mapB,map_3_layout_3,map_3_layout_0,2,The distribution inside districts,more
response_000228,participant_000213,false,4,map_4,layout_3,layout_0,map_4_layout_3,map_4_layout_0,mapA,map_4_layout_3,map_4_layout_0,1,The winner of election,less
response_000229,participant_000065,false,0,map_0,layout_4,layout_3,map_0_layout_4,map_0_layout_3,mapA,map_0_layout_4,map_0_layout_3,1,The winner of election,NIL
response_000229,participant_000065,false,1,map_1,layout_2,layout_0,map_1_layout_2,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_2,0,The shape of the districts,NIL
response_000229,participant_000065,false,2,map_2,layout_4,layout_1,map_2_layout_4,map_2_layout_1,mapA,map_2_layout_4,map_2_layout_1,0,The shape of the districts,NIL
response_000229,participant_000065,false,3,map_3,layout_0,layout_3,map_3_layout_0,map_3_layout_3,mapB,map_3_layout_3,map_3_layout_0,1,The winner of election,NIL
response_000229,participant_000065,false,4,map_4,layout_1,layout_0,map_4_layout_1,map_4_layout_0,mapA,map_4_layout_1,map_4_layout_0,0,The shape of the districts,NIL
response_000230,participant_000073,false,0,map_0,layout_3,layout_0,map_0_layout_3,map_0_layout_0,mapA,map_0_layout_3,map_0_layout_0,1,The winner of election,nil
